Node | Distance To | Previous Node in Path (-1 is unreachable, or starting node)
620 | 1.8 | 1987
621 | 0.4 | 3885
622 | 4.4 | 16
623 | 0.4 | 4674
624 | 5.2 | 7180
625 | 4.9 | 5158
626 | 0.2 | 2451
627 | 2.0 | 6082
628 | 2.0 | 3954
629 | 1.5 | 5108
630 | 2.2 | 653
631 | 0.2 | 6379
632 | 1.5 | 1675
633 | 1.8 | 4906
634 | 1.5 | 7432
635 | 1.4 | 2660
636 | 1.3 | 3575
637 | 2.6 | 6446
638 | 2.1 | 6590
639 | 1.4 | 5001
640 | 1.7 | 4239
641 | 2.0 | 1192
642 | 0.2 | 4874
643 | 1.4 | 6758
644 | 1.5 | 1035
645 | 0.8 | 2962
646 | 1.3 | 2561
647 | 1.3 | 4362
648 | 1.5 | 4859
649 | 4.1 | 4260
650 | 2.0 | 7107
651 | 3.1 | 3124
652 | 2.2 | 6278
653 | 0.7 | 1235
654 | 1.8 | 1573
655 | 0.8 | 3046
656 | 0.1 | 3756
657 | 8.9 | 5923
658 | 1.0 | 6469
659 | 0.2 | 5144
660 | 7.1 | 877
661 | 0.1 | 2259
662 | 1.0 | 905
663 | 1.1 | 3922
664 | 0.5 | 2662
665 | 1.4 | 2215
666 | 1.3 | 2956
667 | 3.3 | 6882
668 | 1.5 | 5873
669 | 0.9 | 794
670 | 2.2 | 2663
671 | 1.8 | 1192
672 | 0.4 | 406
673 | 1.6 | 3403
674 | 2.8 | 7448
675 | 1.1 | 1680
676 | 2.6 | 3600
677 | 3.1 | 4239
678 | 1.5 | 4522
679 | 0.8 | 1981
680 | 3.1 | 570
681 | 1.7 | 6657
682 | 0.5 | 280
683 | 2.7 | 5303
684 | 4.0 | 6138
685 | 1.4 | 2003
686 | 1.1 | 2807
687 | 3.1 | 6972
688 | 3.1 | 4634
689 | 0.2 | 2015
690 | 1.9 | 5944
691 | 1.0 | 4383
692 | 1.3 | 6520
693 | 3.4 | 6261
694 | 0.9 | 6359
695 | 0.2 | 6930
696 | 0.5 | 428
697 | 0.3 | 6492
698 | 5.0 | 6962
699 | 1.9 | 5908
700 | 2.6 | 2237
701 | 1.6 | 5720
702 | 0.8 | 6147
703 | 0.2 | 4731
704 | 2.2 | 1293
705 | 4.4 | 6051
706 | 5.7 | 5510
707 | 0.4 | 571
708 | 2.1 | 1999
709 | 2.9 | 4561
710 | 2.7 | 1740
711 | 3.2 | 6776
712 | 0.3 | 1290
713 | 2.8 | 296
714 | 1.6 | 1045
715 | 0.1 | 5328
716 | 1.4 | 769
717 | 0.8 | 3084
718 | 3.4 | 6927
719 | 3.3 | 741
720 | 5.9 | 1814
721 | 1.9 | 5103
722 | 2.2 | 7402
723 | 0.9 | 2517
724 | 1.2 | 4422
725 | 1.2 | 547
726 | 5.1 | 5235
727 | 2.9 | 1640
728 | 2.0 | 6313
729 | 1.8 | 6943
730 | 1.8 | 4911
731 | 0.6 | 3013
732 | 1.1 | 6252
733 | 2.2 | 6247
734 | 0.2 | 989
735 | 1.1 | 4502
736 | 2.8 | 3310
737 | 1.9 | 115
738 | 1.3 | 6134
739 | 3.0 | 6728
740 | 1.6 | 3572
741 | 3.7 | 4537
742 | 3.2 | 1078
743 | 2.0 | 6175
744 | 1.3 | 5312
745 | 0.3 | 6366
746 | 2.1 | 2671
747 | 4.0 | 1385
748 | 1.1 | 1578
749 | 3.0 | 6532
750 | 1.5 | 4940
